snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
89,38,109.96,3.5,38,5
43,14,98.68,8.75,62,1
77,5,106.96,2.87,128,5
76,4,82.71,3.56,130,5
55,11,99.32,9.36,55,2
40,12,97.38,8.61,66,1
69,29,100.43,5.33,48,4
41,13,97.56,7.36,66,1
57,24,96.15,6.39,88,3
62,24,96.25,6.15,87,3
69,6,100.4,10.18,98,4
86,31,107.69,2.62,123,5
33,13,98.46,8.94,80,1
50,11,99.47,6.7,85,2
34,18,98.82,8.04,67,1
38,14,97.88,8.03,74,1
75,6,100.14,10.03,46,4
58,8,95.96,6.22,86,3
37,18,98.73,7.66,67,1
78,3,83.11,1.39,121,5
90,3,83.17,0.29,37,5
44,13,98.58,8.01,80,1
57,9,96.2,6.12,88,3
90,33,107.87,1.19,43,5
87,2,107.02,3.5,38,5
59,8,96.15,5.85,53,3
87,39,83.68,2.04,115,5
34,14,97.65,8.46,60,1
47,22,96.79,6.65,57,2
46,23,96.63,9.2,57,2
89,31,108.11,0.56,118,5
60,26,96.29,5.75,90,3
82,31,105.36,1.39,114,5
59,25,96.17,5.69,86,3
35,12,97.73,7.85,67,1
88,37,109.72,3.5,123,5
38,12,98.76,8.86,70,1
62,9,96.38,6.15,51,3
70,29,100.15,5.3,96,4
85,31,81.47,2.19,39,5
78,37,105.5,3.85,40,5
52,10,96.6,6.76,57,2
50,22,99.14,9.41,59,2
36,12,97.07,8.11,70,1
34,13,97.82,7.75,71,1
83,5,109.1,0.58,111,5
34,17,98.28,7.8,60,1
90,2,83.19,3.25,122,5
45,19,98.59,8.41,68,1
41,20,98.19,8.71,63,1
61,9,96.33,5.84,89,3
30,12,98.89,8.46,80,1
75,28,95.23,10.38,45,4
90,34,82.82,0.76,115,5
52,22,96.55,6.65,55,2
60,26,95.9,5.66,89,3
59,9,99.74,6.05,89,3
52,11,99.18,9.01,85,2
61,8,99.78,5.58,89,3
54,11,96.66,9.41,84,2
56,24,95.95,5.7,89,3
63,8,96.2,5.56,87,3
67,7,95.13,5.2,47,4
52,22,99.29,6.65,85,2
33,19,98.03,8.75,69,1
60,24,95.92,5.86,87,3
73,6,100.44,10.08,94,4
73,7,95.03,5.03,91,4
62,8,99.61,5.8,89,3
82,0,109.84,0.37,117,5
54,21,99.34,9.43,58,2
89,38,84.68,0.0,119,5
63,8,99.69,5.7,87,3
55,22,99.44,6.66,56,2
76,0,80.18,1.13,39,5
64,8,96.31,6.15,54,3
68,29,95.51,5.3,46,4
33,15,97.11,8.54,65,1
70,27,95.73,5.04,49,4
67,7,95.32,5.19,45,4
50,11,96.58,9.26,58,2
66,27,100.12,10.43,96,4
60,9,99.82,6.18,50,3
50,10,99.1,6.9,57,2
66,6,95.52,5.35,98,4
57,9,96.04,6.34,89,3
74,30,100.3,5.18,99,4
85,2,106.8,3.92,44,5
70,28,100.43,5.19,45,4
52,11,99.18,6.86,57,2
48,21,99.35,9.12,83,2
53,11,96.88,6.9,56,2
46,21,99.13,6.8,81,2
70,6,95.7,10.28,96,4
34,17,97.49,8.15,60,1
67,6,95.26,10.33,45,4
34,14,98.78,7.71,67,1
65,24,99.88,6.37,86,3
85,2,83.16,1.97,130,5
61,9,96.02,5.81,87,3
54,21,96.61,9.31,57,2
61,25,96.27,6.09,89,3
45,19,97.95,8.51,78,1
33,16,97.58,8.47,78,1
52,21,99.36,6.52,57,2
69,6,95.36,5.37,45,4
70,6,95.02,5.29,97,4
49,10,96.77,9.37,55,2
47,23,96.65,6.75,84,2
77,2,105.19,2.97,110,5
90,36,106.94,1.18,120,5
51,22,99.12,6.83,85,2
90,0,106.99,0.59,127,5
74,7,100.27,5.36,99,4
49,10,96.69,6.69,58,2
72,29,95.61,5.3,100,4
30,20,97.4,8.28,60,1
36,14,97.99,7.49,66,1
66,6,100.57,10.23,100,4
81,32,109.76,1.61,38,5
49,10,96.55,6.87,82,2
81,38,106.0,3.71,38,5
72,30,95.55,10.04,49,4
46,10,99.35,6.78,55,2
72,7,95.58,5.16,47,4
76,1,108.06,0.53,39,5
64,25,96.21,6.15,52,3
84,36,107.79,3.57,127,5
69,29,100.2,10.25,97,4
57,26,99.72,5.78,50,3
86,32,108.39,0.5,43,5
49,22,96.6,9.14,83,2
77,33,108.05,1.5,124,5
52,21,96.59,6.65,84,2
46,10,96.53,6.62,57,2
66,30,95.23,10.0,48,4
48,22,99.19,6.83,81,2
47,21,99.16,6.87,84,2
64,9,99.85,5.58,86,3
78,36,107.46,0.41,111,5
54,10,96.8,6.74,83,2
55,23,96.88,6.7,55,2
44,13,97.94,8.58,71,1
89,36,106.6,2.46,112,5
72,7,95.44,5.15,91,4
82,5,105.22,1.55,35,5
58,8,99.82,5.63,89,3
37,17,97.99,8.14,65,1
84,3,84.14,3.1,128,5
66,6,100.5,10.11,93,4
31,14,97.19,8.11,76,1
34,19,98.92,8.17,60,1
86,34,105.28,1.71,114,5
89,1,109.58,3.86,36,5
57,24,95.95,6.07,50,3
32,12,98.62,8.1,61,1
50,21,99.43,9.35,82,2
48,10,96.67,9.46,56,2
64,24,99.9,5.56,90,3
71,30,100.53,10.11,48,4
51,11,96.77,6.82,81,2
81,33,81.79,2.72,35,5
49,22,99.45,6.53,55,2
88,4,81.63,2.48,121,5
51,11,99.12,9.19,57,2
45,19,97.21,8.35,61,1
50,22,96.56,9.03,56,2
63,9,99.84,6.29,50,3
87,2,80.2,1.79,42,5
51,11,96.7,6.54,58,2
52,10,96.88,9.25,58,2
82,3,108.85,3.73,36,5
78,31,82.49,0.52,112,5
56,26,99.85,5.6,89,3
41,18,97.92,8.76,80,1
70,6,95.26,5.17,98,4
58,25,96.13,6.3,54,3
71,29,100.1,5.17,49,4
34,20,98.91,7.5,79,1
69,6,95.44,5.08,47,4
31,19,98.62,8.58,66,1
31,13,97.6,8.64,74,1
72,30,100.27,10.21,95,4
74,29,95.63,10.35,96,4
52,11,96.67,9.15,83,2
72,27,100.52,10.12,46,4
88,4,82.23,2.46,44,5
79,3,81.1,2.11,38,5
48,10,96.55,6.87,58,2
43,20,98.57,7.93,63,1
35,19,97.22,8.09,69,1
52,21,99.11,9.17,56,2
73,7,95.42,5.26,48,4
54,23,99.42,6.58,85,2
74,6,100.32,5.21,98,4
90,0,108.35,2.54,111,5
30,20,97.22,8.0,69,1
51,22,96.67,6.76,57,2
64,9,96.14,6.1,52,3
34,12,97.29,7.54,76,1
30,13,98.24,8.0,78,1
62,8,99.96,5.68,88,3
44,17,98.66,7.48,72,1
70,6,100.4,5.36,92,4
42,17,97.53,7.82,76,1
36,20,97.97,7.78,64,1
83,38,109.96,3.11,38,5
54,11,96.7,9.24,57,2
38,12,97.91,8.05,74,1
79,5,109.26,3.97,127,5
63,24,95.97,6.22,86,3
35,18,97.05,7.88,63,1
49,11,96.76,9.16,83,2
72,27,100.15,10.49,91,4
47,10,96.77,6.74,82,2
34,19,97.88,8.56,74,1
85,0,82.24,0.16,40,5
53,23,96.58,6.82,57,2
79,2,83.63,0.59,114,5
49,10,96.56,9.26,55,2
62,26,99.73,5.71,90,3
66,30,95.64,5.23,96,4
74,7,95.14,5.25,98,4
61,26,99.63,5.66,90,3
61,24,99.64,5.57,86,3
46,11,96.72,9.27,82,2
88,5,105.75,1.79,35,5
50,23,99.3,9.32,59,2
54,11,96.81,6.5,81,2
44,20,98.56,7.79,78,1
60,8,99.91,6.36,89,3
50,23,99.31,6.89,58,2
85,36,109.71,2.06,121,5
72,7,95.21,10.06,49,4
70,7,100.46,5.2,91,4
50,10,96.66,9.39,56,2
60,25,99.73,5.81,53,3
69,27,100.68,5.34,94,4
61,9,96.23,5.89,50,3
74,6,95.4,10.09,97,4
39,13,97.72,7.14,71,1
68,6,95.15,5.37,49,4
51,11,99.49,6.61,84,2
52,11,99.46,9.17,85,2
84,2,81.72,2.71,35,5
70,7,100.26,5.1,99,4
57,8,99.62,6.15,53,3
50,22,96.86,6.88,59,2
40,18,98.67,8.94,69,1
78,35,108.15,3.22,127,5
64,24,99.72,5.88,90,3
64,8,96.28,6.26,90,3
67,29,100.51,10.36,96,4
48,21,96.69,9.47,82,2
65,9,99.6,5.73,89,3
47,10,96.61,9.16,85,2
41,17,98.99,7.95,76,1
44,13,97.88,8.14,79,1
30,20,97.6,7.17,79,1
67,28,100.69,5.29,48,4
75,29,95.38,10.12,97,4
74,28,100.28,10.35,49,4
88,40,80.19,2.37,110,5
56,26,96.03,6.29,88,3
72,6,95.51,5.15,45,4
67,29,100.4,10.48,100,4
84,32,82.94,1.99,40,5
64,26,99.84,6.09,87,3
74,6,100.15,10.17,48,4
57,8,95.93,5.86,90,3
56,26,99.83,6.07,89,3
74,7,100.46,10.34,99,4
90,3,109.22,2.23,115,5
39,13,98.05,8.06,76,1
56,9,95.94,5.84,86,3
47,23,96.66,6.83,84,2
68,7,100.31,5.34,97,4
65,26,95.98,5.9,54,3
52,23,96.7,9.02,81,2
89,3,80.5,0.47,38,5
61,9,96.13,6.3,89,3
50,21,96.81,6.7,58,2
70,30,95.71,5.31,100,4
33,17,97.97,8.28,65,1
85,31,109.43,2.04,36,5
32,13,98.63,7.75,63,1
73,29,95.12,10.1,92,4
74,30,100.6,5.3,46,4
70,6,95.48,10.5,48,4
65,9,95.97,5.59,89,3
39,15,97.43,7.74,71,1
50,10,96.75,9.28,83,2
57,9,96.28,5.57,90,3
77,34,80.51,2.72,123,5
61,8,96.05,5.52,54,3
58,8,99.9,5.88,54,3
47,23,96.75,9.11,84,2
49,10,96.58,6.54,83,2
50,10,99.22,6.81,84,2
51,10,99.16,9.28,56,2
83,5,105.42,3.85,42,5
40,20,97.84,8.31,73,1
41,17,98.74,8.96,63,1
64,9,99.84,5.72,51,3
83,2,80.81,1.65,114,5
57,26,99.95,5.84,87,3
62,25,96.27,6.02,88,3
32,17,98.95,8.43,78,1
46,21,99.19,6.74,56,2
58,8,96.11,6.36,86,3
59,25,96.14,5.5,86,3
70,7,100.48,10.2,46,4
58,9,99.67,6.03,89,3
71,6,100.7,5.05,48,4
85,4,106.15,0.87,37,5
84,40,106.21,3.29,40,5
41,12,98.57,8.3,69,1
46,22,99.49,6.73,85,2
64,24,96.2,5.68,52,3
65,9,96.17,6.11,88,3
69,7,100.13,10.2,98,4
80,39,84.52,2.28,38,5
58,8,99.68,5.58,54,3
59,9,96.01,6.29,54,3
64,25,96.09,6.14,53,3
48,10,99.3,9.41,55,2
90,32,106.81,0.69,37,5
37,18,97.73,7.32,79,1
56,26,96.07,6.19,86,3
69,6,100.25,10.13,97,4
56,25,96.28,6.31,88,3
90,32,105.35,3.63,118,5
51,22,99.37,9.0,59,2
35,15,98.07,7.34,74,1
49,22,99.37,6.82,83,2
73,27,100.47,10.39,47,4
90,2,105.31,3.74,40,5
64,26,95.92,6.36,90,3
90,35,83.47,0.58,111,5
48,11,99.13,6.73,85,2
35,13,97.23,7.56,76,1
44,12,98.77,8.63,63,1
51,10,99.26,6.57,82,2
36,20,97.48,7.39,74,1
43,12,97.87,7.24,65,1
84,35,109.19,2.21,116,5
44,19,98.25,7.19,69,1
87,35,108.11,3.31,40,5
52,22,96.56,9.28,83,2
36,17,97.27,8.96,72,1
64,25,96.15,6.08,50,3
72,29,95.26,10.3,48,4
45,14,97.27,7.43,60,1
39,16,98.41,7.28,64,1
45,14,97.22,7.06,75,1
60,9,99.76,6.16,54,3
53,21,96.59,9.15,82,2
61,24,99.92,5.57,90,3
70,6,100.2,10.33,91,4
83,5,80.33,3.02,38,5
39,13,98.91,8.14,77,1
69,6,95.42,5.14,92,4
60,9,99.85,6.27,89,3
50,10,99.26,6.89,56,2
85,4,80.77,2.84,114,5
32,18,98.42,7.42,65,1
39,17,97.91,7.46,66,1
74,7,95.13,5.24,94,4
62,24,95.94,6.31,89,3
37,15,98.37,7.14,60,1
67,30,100.39,10.49,46,4
66,30,95.29,5.04,46,4
38,20,97.38,8.54,75,1
41,20,98.38,7.14,61,1
88,0,84.83,0.03,128,5
38,18,97.39,7.13,70,1
84,3,106.71,1.89,40,5
60,9,99.84,5.6,86,3
83,4,83.5,1.64,118,5
44,20,97.86,8.77,77,1
47,23,99.5,9.37,81,2
53,22,96.51,9.16,84,2
47,21,96.69,6.59,81,2
84,2,83.09,3.74,123,5
53,11,96.7,6.85,81,2
75,30,100.15,5.12,98,4
54,21,96.5,6.55,55,2
66,6,100.29,5.14,49,4
86,37,106.7,2.29,43,5
67,27,95.75,5.29,93,4
37,12,97.59,7.51,75,1
50,22,99.27,6.56,57,2
60,24,96.18,5.9,90,3
81,31,106.97,2.0,39,5
45,18,98.48,8.37,61,1
82,32,105.48,3.36,37,5
59,8,96.11,6.2,54,3
56,26,99.61,5.55,90,3
67,6,95.39,10.4,97,4
89,2,108.14,1.29,39,5
54,11,99.43,9.49,85,2
57,26,99.85,6.21,88,3
63,24,99.76,5.68,88,3
68,6,95.48,10.28,49,4
70,28,95.57,10.24,47,4
47,23,96.69,9.02,56,2
50,21,99.39,9.15,82,2
66,27,95.66,10.46,93,4
82,39,83.76,1.29,41,5
65,9,96.12,5.79,90,3
75,7,95.72,5.33,98,4
34,16,98.0,7.83,70,1
61,25,99.63,5.84,54,3
72,6,100.41,10.32,95,4
75,28,100.11,5.21,46,4
46,22,99.25,9.31,59,2
64,8,96.3,6.15,86,3
77,37,107.94,1.86,41,5
39,13,98.19,7.3,79,1
49,10,96.63,6.8,82,2
77,37,83.69,1.47,39,5
68,7,100.5,10.24,98,4
32,15,98.09,8.72,71,1
36,14,97.77,7.14,60,1
41,17,97.39,8.38,79,1
47,10,99.11,9.3,81,2
83,0,80.08,3.8,130,5
60,8,99.75,6.34,53,3
65,8,99.8,5.58,52,3
61,26,96.33,5.82,52,3
37,17,97.51,7.75,64,1
61,9,99.77,6.05,51,3
58,9,100.0,5.57,54,3
48,10,96.88,6.85,59,2
62,8,99.62,5.83,87,3
65,24,99.9,6.12,89,3
83,3,108.84,1.28,115,5
75,27,95.69,10.25,99,4
88,2,109.54,0.97,42,5
67,6,100.23,5.01,100,4
55,11,96.87,9.46,81,2
63,8,96.31,6.15,53,3
67,7,95.3,5.2,48,4
45,13,98.72,7.41,67,1
41,15,97.34,7.47,80,1
39,19,97.65,8.08,79,1
73,27,95.03,10.21,49,4
88,2,106.43,1.04,40,5
51,21,96.87,6.79,81,2
74,28,100.3,10.13,99,4
49,22,96.64,9.21,57,2
75,6,95.55,10.2,94,4
78,37,80.04,3.04,43,5
66,6,100.14,5.25,91,4
70,6,100.14,10.44,47,4
30,16,98.68,8.04,70,1
80,3,105.44,1.65,40,5
47,21,96.83,9.29,85,2
64,26,95.96,6.39,86,3
64,9,99.84,6.26,54,3
48,22,99.21,9.49,59,2
87,2,108.07,2.99,117,5
49,11,96.58,6.75,55,2
84,4,84.8,0.69,129,5
77,3,105.95,3.91,118,5
70,27,100.26,5.19,99,4
72,7,95.72,5.05,49,4
38,12,98.67,8.8,77,1
59,9,96.29,5.67,53,3
59,9,99.84,6.29,50,3
48,21,96.8,6.78,58,2
81,0,80.7,1.42,39,5
77,36,108.94,1.12,115,5
31,16,98.99,8.32,75,1
48,22,96.57,6.77,85,2
56,25,99.84,5.83,50,3
55,23,99.14,6.62,56,2
44,12,98.75,8.09,67,1
90,3,83.44,3.59,39,5
68,29,100.41,5.39,49,4
51,11,96.56,9.12,85,2
65,24,99.62,5.63,88,3
66,28,95.04,10.49,94,4
51,11,99.45,9.43,82,2
71,30,95.75,10.21,45,4
47,22,99.17,9.28,84,2
62,26,96.32,6.1,50,3
40,17,97.37,7.61,74,1
44,13,97.16,7.16,74,1
38,17,97.22,9.0,70,1
46,22,96.89,6.74,55,2
70,27,95.71,5.09,47,4
74,7,100.51,5.13,98,4
35,13,98.71,7.44,71,1
52,11,96.64,6.62,58,2
70,6,95.2,5.1,45,4
47,11,96.69,6.53,83,2
30,20,97.44,8.8,66,1
74,27,100.42,10.16,100,4
68,27,95.61,5.08,96,4
69,6,95.6,10.27,48,4
78,3,81.92,2.66,35,5
85,5,82.66,2.37,39,5
57,24,99.87,5.62,52,3
90,0,83.62,3.33,113,5
64,25,95.98,6.13,88,3
83,31,108.98,0.96,39,5
36,14,98.5,7.37,77,1
49,10,96.69,9.26,83,2
38,16,98.96,7.38,73,1
36,15,97.91,8.29,74,1
40,17,97.26,7.53,79,1
69,7,100.39,10.3,49,4
60,9,99.73,5.85,52,3
53,23,96.79,6.62,83,2
74,7,95.75,5.21,96,4
67,7,100.34,5.16,100,4
81,33,84.31,1.91,41,5
51,11,96.78,6.71,84,2
50,10,99.28,9.38,56,2
48,23,96.62,6.76,84,2
90,38,106.58,2.66,110,5
84,35,84.67,2.31,126,5
42,17,98.54,7.16,63,1
35,20,97.64,8.38,63,1
54,11,99.22,9.07,83,2
53,21,96.62,6.54,59,2
67,29,100.26,5.29,99,4
79,31,83.7,0.64,44,5
34,14,97.68,8.61,67,1
32,16,98.92,7.63,63,1
62,9,96.09,6.06,54,3
56,26,99.63,6.24,52,3
40,20,97.92,7.4,67,1
42,12,98.61,8.36,80,1
31,13,97.92,8.78,75,1
61,9,99.6,6.05,86,3
43,18,98.45,7.44,68,1
85,31,82.34,3.8,114,5
58,9,96.08,5.77,50,3
36,18,97.53,8.96,63,1
88,4,105.56,1.43,110,5
67,30,95.58,10.07,97,4
62,8,96.11,6.34,87,3
55,22,99.34,6.74,58,2
34,16,98.54,7.6,78,1
82,35,82.07,1.04,37,5
54,23,99.23,9.09,59,2
47,10,96.79,9.37,82,2
64,24,99.62,6.31,54,3
85,3,108.43,3.51,118,5
80,5,109.94,0.63,42,5
73,27,100.22,5.19,45,4
74,7,100.1,10.07,49,4
62,9,95.91,6.14,90,3
67,6,95.61,10.28,97,4
67,29,100.44,5.05,96,4
65,24,99.91,6.22,87,3
48,23,96.66,9.14,58,2
32,13,98.29,8.82,73,1
68,6,95.77,10.38,46,4
68,29,95.12,5.11,93,4
60,9,99.84,6.19,89,3
68,6,100.55,5.29,48,4
70,28,95.06,5.34,48,4
83,1,109.43,0.22,37,5
61,8,99.7,6.12,86,3
30,17,98.04,7.67,74,1
46,11,99.48,9.4,82,2
42,14,97.82,8.26,71,1
55,11,96.61,6.51,83,2
64,26,99.85,5.58,88,3
62,9,99.68,6.12,88,3
86,36,80.81,0.9,130,5
73,28,95.27,10.4,47,4
40,15,97.68,8.37,76,1
66,7,95.75,10.24,45,4
82,1,109.6,3.95,127,5
62,9,96.15,6.07,52,3
58,8,96.33,6.13,87,3
47,11,99.46,9.06,55,2
89,33,84.97,1.29,42,5
69,6,100.24,10.18,49,4
60,24,95.97,5.77,50,3
55,11,99.21,9.33,57,2
75,7,100.19,5.37,93,4
71,6,95.52,5.26,47,4
32,19,98.99,7.88,77,1
41,16,97.62,8.58,78,1
58,24,96.0,5.59,50,3
50,22,96.82,9.23,85,2
65,9,99.79,6.37,87,3
56,8,96.25,5.5,53,3
70,29,95.27,10.4,47,4
81,39,109.11,2.32,130,5
76,32,81.07,0.36,41,5
67,27,100.63,5.15,100,4
55,11,99.34,6.73,58,2
80,0,83.35,3.47,124,5
49,10,99.3,6.58,84,2
53,10,96.82,9.18,85,2
79,3,82.04,1.16,116,5
61,8,99.61,5.66,86,3
31,14,97.16,7.16,72,1
64,9,96.39,5.76,88,3
67,6,95.69,5.06,93,4
34,16,98.65,8.95,68,1
47,10,99.23,9.32,59,2
36,17,97.61,8.29,61,1
77,37,107.46,3.26,127,5
76,0,105.05,2.86,118,5
60,26,96.32,6.24,87,3
77,4,80.73,3.89,115,5
49,23,99.27,6.64,59,2
57,26,95.91,6.36,54,3
55,11,96.53,9.13,85,2
80,2,82.35,0.83,111,5
62,8,96.27,5.78,87,3
90,38,80.79,2.09,120,5
59,25,99.82,6.19,89,3
46,11,96.78,9.08,84,2
61,25,99.9,5.88,51,3
38,12,98.51,7.56,77,1
51,21,96.52,9.13,58,2
49,21,99.32,9.3,59,2
34,12,98.02,7.61,60,1
51,10,99.33,6.75,57,2
81,37,81.87,2.63,44,5
35,12,98.76,7.71,65,1
78,4,81.52,0.37,35,5
55,10,96.71,6.89,57,2
75,7,95.32,5.36,48,4
81,1,107.06,1.47,39,5
63,26,99.65,5.66,50,3
30,19,98.09,8.43,79,1
63,8,96.37,5.72,50,3
67,27,100.24,10.3,99,4
42,15,98.73,8.54,72,1
62,9,99.79,5.57,51,3
37,20,98.17,7.31,63,1
34,14,98.99,8.19,70,1
83,40,82.86,1.32,36,5
66,7,100.42,5.24,98,4
78,33,105.65,2.57,37,5
81,33,83.18,0.34,125,5
70,28,95.26,5.28,46,4
55,21,99.3,6.81,84,2
71,29,95.36,5.16,47,4
73,29,100.2,10.03,92,4
37,13,97.13,8.0,80,1
72,7,100.38,5.25,47,4
64,8,99.93,5.54,86,3
69,27,100.24,5.24,96,4
60,25,96.17,6.28,50,3
68,30,95.63,5.02,93,4
81,35,109.98,0.51,130,5
84,38,80.48,1.31,38,5
71,7,95.63,10.13,45,4
70,30,100.14,10.32,45,4
63,8,96.02,5.73,90,3
83,32,108.7,2.54,123,5
70,7,100.55,5.11,99,4
36,15,97.83,8.9,71,1
80,33,82.11,3.03,36,5
38,12,97.35,7.54,73,1
34,13,97.59,8.21,65,1
56,8,99.85,5.6,54,3
62,9,95.97,6.23,50,3
68,28,100.17,5.03,47,4
55,22,96.82,6.78,56,2
89,36,106.87,3.49,130,5
71,6,100.61,5.32,49,4
49,10,96.56,9.36,59,2
48,11,99.32,6.76,84,2
84,32,105.52,0.34,41,5
90,2,105.63,1.01,40,5
40,17,98.32,7.38,74,1
49,10,96.57,9.22,59,2
50,21,99.4,6.68,84,2
32,20,97.85,8.88,71,1
47,22,99.24,9.0,59,2
49,11,99.3,6.85,84,2
90,37,108.18,3.09,37,5
87,35,81.9,1.17,118,5
78,35,107.1,3.91,44,5
63,8,99.79,6.12,53,3
53,23,99.47,6.84,55,2
68,28,100.65,5.32,96,4
65,25,99.88,6.32,52,3
33,16,97.86,7.56,74,1
89,5,105.16,3.54,39,5
55,10,99.37,9.12,83,2
67,6,95.05,5.18,99,4
58,9,99.73,5.82,51,3
88,33,107.93,2.59,39,5
72,30,100.62,10.1,47,4
48,11,96.77,6.73,83,2
68,30,95.63,5.04,92,4
74,28,95.19,5.2,49,4
74,6,100.23,10.25,98,4
76,3,83.81,3.94,38,5
75,28,95.76,10.32,91,4
79,2,83.19,1.04,119,5
87,33,82.36,0.27,117,5
72,7,95.68,10.44,100,4
67,30,95.22,10.08,48,4
66,29,100.53,5.08,95,4
46,10,99.17,9.44,81,2
46,22,99.29,6.54,84,2
35,20,98.28,7.21,60,1
72,6,100.42,5.2,47,4
59,9,96.17,6.36,51,3
37,14,97.36,8.59,68,1
58,25,96.14,5.85,87,3
42,16,97.71,8.85,60,1
54,10,99.48,6.54,57,2
50,21,99.44,6.58,58,2
73,29,100.12,5.0,47,4
59,25,99.61,5.87,53,3
31,20,98.79,8.69,71,1
64,8,99.77,6.26,90,3
78,36,82.78,0.26,40,5
31,14,97.51,8.97,60,1
75,7,95.08,10.26,49,4
34,17,98.82,7.96,72,1
71,7,95.16,10.49,46,4
58,26,96.1,6.06,54,3
58,8,96.11,6.21,51,3
69,30,95.07,5.38,95,4
47,21,99.49,6.67,55,2
35,16,97.37,8.1,77,1
89,2,105.66,3.73,41,5
78,1,107.23,3.2,43,5
69,6,95.06,5.39,49,4
51,10,96.78,6.71,56,2
88,31,80.58,0.33,117,5
85,1,82.25,3.35,36,5
45,16,98.74,8.63,61,1
72,27,100.45,5.03,100,4
54,11,96.81,6.51,81,2
62,9,99.97,6.15,89,3
31,17,97.19,8.43,77,1
90,1,83.48,3.35,41,5
77,5,80.6,1.74,117,5
46,22,96.69,6.64,81,2
61,25,99.72,5.65,90,3
40,20,98.6,8.15,70,1
63,24,95.97,6.39,53,3
36,13,97.37,7.58,66,1
59,24,96.33,6.3,87,3
33,14,97.1,8.78,62,1
51,22,96.76,6.71,81,2
50,21,99.21,9.44,55,2
86,32,80.61,2.75,41,5
63,8,99.64,5.81,54,3
90,1,106.51,2.39,129,5
32,17,98.91,8.83,66,1
38,20,97.23,8.34,71,1
75,30,100.11,10.19,99,4
90,1,83.79,3.13,128,5
55,11,96.67,9.07,58,2
34,20,97.78,7.8,68,1
31,14,97.44,7.9,62,1
51,22,96.66,6.85,84,2
71,6,100.52,5.12,100,4
49,11,96.62,6.6,82,2
59,9,99.77,6.11,51,3
62,26,99.98,6.06,54,3
89,0,105.81,2.98,113,5
46,21,99.25,9.19,57,2
78,39,108.86,1.82,35,5
64,25,96.4,5.83,50,3
64,9,96.05,6.39,52,3
66,27,95.36,10.21,92,4
90,4,84.16,3.98,40,5
35,19,98.34,7.38,64,1
66,7,100.54,5.14,92,4
39,16,97.97,7.82,79,1
63,9,99.64,6.04,54,3
53,11,99.16,9.17,58,2
51,10,96.58,9.36,84,2
66,27,100.61,5.1,49,4
40,15,97.05,8.24,62,1
47,22,96.74,9.14,58,2
51,10,96.88,9.25,57,2
64,9,99.7,5.52,54,3
71,28,95.07,10.5,100,4
60,24,96.39,6.33,88,3
73,30,100.34,10.15,46,4
42,15,98.63,8.71,80,1
72,27,95.58,10.4,97,4
81,31,80.81,2.78,116,5
75,30,100.43,10.18,47,4
89,33,106.24,1.75,115,5
71,6,100.7,10.18,96,4
41,15,97.16,7.91,64,1
72,7,95.59,5.39,46,4
73,6,95.62,10.35,94,4
53,23,99.18,6.84,57,2
33,17,97.85,8.33,64,1
67,29,100.14,5.4,45,4
42,12,98.76,7.74,69,1
75,29,95.21,5.36,46,4
88,2,81.32,2.44,120,5
71,29,95.23,10.38,48,4
69,7,100.48,5.22,46,4
59,8,99.81,5.79,86,3
39,16,97.86,8.17,63,1
69,28,95.01,10.12,48,4
63,25,96.04,6.09,54,3
46,11,96.75,9.38,82,2
82,2,107.95,3.38,43,5
62,8,96.08,6.08,50,3
49,23,99.3,6.62,81,2
72,28,100.52,5.08,48,4
48,11,96.68,9.43,82,2
89,2,109.4,1.46,112,5
58,24,99.82,5.62,51,3
88,1,80.91,1.84,35,5
66,27,95.42,5.2,97,4
81,1,80.13,0.93,123,5
77,1,82.82,0.0,127,5
61,8,99.9,6.4,88,3
37,16,98.99,8.04,73,1
45,16,98.66,7.36,60,1
81,33,83.64,2.7,36,5
50,10,96.81,6.59,58,2
46,11,99.12,9.22,57,2
38,15,97.9,8.05,79,1
39,17,97.52,8.03,75,1
50,11,96.67,6.53,58,2
38,19,98.56,8.85,80,1
37,16,97.03,7.98,75,1
44,12,97.57,7.33,72,1
70,30,95.38,10.07,49,4
66,6,95.21,10.31,48,4
30,16,98.29,7.26,73,1
71,30,95.14,10.16,49,4
57,8,99.95,6.32,50,3
57,8,99.8,5.88,86,3
74,29,95.34,5.39,47,4
65,8,96.14,6.24,89,3
67,28,100.48,5.13,91,4
68,30,95.45,5.07,91,4
41,12,98.5,8.14,60,1
63,8,96.0,6.28,86,3
59,8,96.07,6.24,51,3
30,13,98.5,8.51,63,1
53,23,99.42,6.76,56,2
51,11,96.77,9.15,82,2
87,36,107.59,1.61,125,5
57,25,99.81,6.39,89,3
70,28,100.37,5.36,47,4
87,0,83.64,2.68,111,5
61,8,96.3,6.24,90,3
54,11,99.2,6.61,57,2
43,20,98.38,8.18,68,1
62,26,99.81,6.25,54,3
56,9,95.97,6.28,87,3
49,23,96.54,6.59,58,2
45,17,98.96,7.48,70,1
35,19,98.25,8.02,79,1
37,18,98.58,8.49,63,1
57,9,95.94,6.31,51,3
88,3,84.46,2.06,35,5
34,20,97.32,8.84,68,1
68,27,100.12,10.17,48,4
67,6,100.55,5.2,49,4
33,15,98.47,7.37,69,1
72,30,95.72,5.17,95,4
83,39,105.32,0.09,37,5
56,8,96.34,6.18,88,3
